original_text,encrypted_text,key,cipher_type
breaking ciphers requires understanding patterns,aqdzjhmf bhogdqr qdpthqdr tmcdqrszmchmf ozssdqmr,25,caesar
substitution ciphers replace each letter with another,movmncnoncih wcjbylm lyjfuwy yuwb fynnyl qcnb uhinbyl,20,caesar
modern cryptography uses complex mathematical algorithms,gixylh wlsjnialujbs omym wigjfyr gunbyguncwuf ufailcnbgm,20,caesar
machine learning can be applied to cryptanalysis,lzbghmd kdzqmhmf bzm ad zookhdc sn bqxoszmzkxrhr,25,caesar
breaking ciphers requires understanding patterns,oernxvat pvcuref erdhverf haqrefgnaqvat cnggreaf,13,caesar
vigenere cipher uses a keyword for encryption,kxvtctgt rxewtg jhth p ztnldgs udg tcrgneixdc,15,caesar
frequency analysis is a powerful cryptanalytic technique,ykxjnxgvr tgterlbl bl t ihpxkyne vkrimtgtermbv mxvagbjnx,19,caesar
substitution ciphers replace each letter with another,celcdsdedsyx mszrobc bozvkmo okmr voddob gsdr kxydrob,10,caesar
modern cryptography uses complex mathematical algorithms,gixylh wlsjnialujbs omym wigjfyr gunbyguncwuf ufailcnbgm,20,caesar
the quick brown fox jumps over the lazy dog,nby kocwe vliqh zir dogjm ipyl nby futs xia,20,caesar
hello world this is a test message,gdkkn vnqkc sghr hr z sdrs ldrrzfd,25,caesar
machine learning can be applied to cryptanalysis,hvxcdiz gzvmidib xvi wz vkkgdzy oj xmtkovivgtndn,21,caesar
machine learning can be applied to cryptanalysis,vjlqrwn unjawrwp ljw kn jyyurnm cx lahycjwjuhbrb,9,caesar
hello world this is a test message,nkrru cuxrj znoy oy g zkyz skyygmk,6,caesar
machine learning can be applied to cryptanalysis,sginotk rkgxtotm igt hk gvvrokj zu ixevzgtgreyoy,6,caesar
breaking ciphers requires understanding patterns,euhdnlqj flskhuv uhtxluhv xqghuvwdqglqj sdwwhuqv,3,caesar
cryptography is the practice of secure communication,dszquphsbqiz jt uif qsbdujdf pg tfdvsf dpnnvojdbujpo,1,caesar
substitution ciphers replace each letter with another,hjqhixijixdc rxewtgh gteaprt tprw atiitg lxiw pcdiwtg,15,caesar
modern cryptography uses complex mathematical algorithms,cetuhd shofjewhqfxo kiui secfbun cqjxucqjysqb qbwehyjxci,16,caesar
frequency analysis is a powerful cryptanalytic technique,htgswgpea cpcnauku ku c rqygthwn etarvcpcnavke vgejpkswg,2,caesar
machine learning can be applied to cryptanalysis,wkmrsxo vokbxsxq mkx lo kzzvson dy mbizdkxkvicsc,10,caesar
frequency analysis is a powerful cryptanalytic technique,cobnrbkzv xkxivpfp fp x mltbocri zovmqxkxivqfz qbzekfnrb,23,caesar
vigenere cipher uses a keyword for encryption,yljhqhuh flskhu xvhv d nhbzrug iru hqfubswlrq,3,caesar
machine learning can be applied to cryptanalysis,vjlqrwn unjawrwp ljw kn jyyurnm cx lahycjwjuhbrb,9,caesar
modern cryptography uses complex mathematical algorithms,ikzanj ynulpkcnwldu qoao ykilhat iwpdaiwpeywh whcknepdio,22,caesar
machine learning can be applied to cryptanalysis,aoqvwbs zsofbwbu qob ps oddzwsr hc qfmdhobozmgwg,14,caesar
hello world this is a test message,zwddg ogjdv lzak ak s lwkl ewkksyw,18,caesar
machine learning can be applied to cryptanalysis,hvxcdiz gzvmidib xvi wz vkkgdzy oj xmtkovivgtndn,21,caesar
cryptography is the practice of secure communication,lahycxpajyqh rb cqn yajlcrln xo bnldan lxvvdwrljcrxw,9,caesar
cryptography is the practice of secure communication,fubswrjudskb lv wkh sudfwlfh ri vhfxuh frppxqlfdwlrq,3,caesar
the quick brown fox jumps over the lazy dog,znk waoiq hxuct lud pasvy ubkx znk rgfe jum,6,caesar
frequency analysis is a powerful cryptanalytic technique,zlykoyhws uhufsmcm cm u jiqylzof wlsjnuhufsncw nywbhckoy,20,caesar
modern cryptography uses complex mathematical algorithms,wynobx mbizdyqbkzri ecoc mywzvoh wkdrowkdsmkv kvqybsdrwc,10,caesar
vigenere cipher uses a keyword for encryption,zmkirivi gmtliv ywiw e oicasvh jsv irgvctxmsr,4,caesar
vigenere cipher uses a keyword for encryption,sfdbkbob zfmebo rpbp x hbvtloa clo bkzovmqflk,23,caesar
frequency analysis is a powerful cryptanalytic technique,cobnrbkzv xkxivpfp fp x mltbocri zovmqxkxivqfz qbzekfnrb,23,caesar
substitution ciphers replace each letter with another,bdkbcrcdcrxw lryqnab anyujln njlq unccna frcq jwxcqna,9,caesar
breaking ciphers requires understanding patterns,tjwscafy uahzwjk jwimajwk mfvwjklsfvafy hsllwjfk,18,caesar
vigenere cipher uses a keyword for encryption,kxvtctgt rxewtg jhth p ztnldgs udg tcrgneixdc,15,caesar
hello world this is a test message,byffi qilfx nbcm cm u nymn gymmuay,20,caesar
the quick brown fox jumps over the lazy dog,hvs eiwqy pfckb tcl xiadg cjsf hvs zonm rcu,14,caesar
the caesar cipher is one of the oldest encryption methods,nby wuymul wcjbyl cm ihy iz nby ifxymn yhwlsjncih gynbixm,20,caesar
frequency analysis is a powerful cryptanalytic technique,gsfrvfodz bobmztjt jt b qpxfsgvm dszqubobmzujd ufdiojrvf,1,caesar
hello world this is a test message,pmttw ewztl bpqa qa i bmab umaaiom,8,caesar
modern cryptography uses complex mathematical algorithms,fhwxkg vkrimhzktiar nlxl vhfiexq ftmaxftmbvte tezhkbmafl,19,caesar
the quick brown fox jumps over the lazy dog,sgd pthbj aqnvm enw itlor nudq sgd kzyx cnf,25,caesar
frequency analysis is a powerful cryptanalytic technique,ykxjnxgvr tgterlbl bl t ihpxkyne vkrimtgtermbv mxvagbjnx,19,caesar
the quick brown fox jumps over the lazy dog,sgd pthbj aqnvm enw itlor nudq sgd kzyx cnf,25,caesar
cryptography is the practice of secure communication,shofjewhqfxo yi jxu fhqsjysu ev iuskhu secckdysqjyed,16,caesar
breaking ciphers requires understanding patterns,wmzvfdib xdkczmn mzlpdmzn piyzmnoviydib kvoozmin,21,caesar
vigenere cipher uses a keyword for encryption,erpnwnan lryqna dbnb j tnhfxam oxa nwlahycrxw,9,caesar
cryptography is the practice of secure communication,vkrimhzktiar bl max iktvmbvx hy lxvnkx vhffngbvtmbhg,19,caesar
substitution ciphers replace each letter with another,npwnodopodji xdkczmn mzkgvxz zvxc gzoozm rdoc vijoczm,21,caesar
vigenere cipher uses a keyword for encryption,yljhqhuh flskhu xvhv d nhbzrug iru hqfubswlrq,3,caesar
vigenere cipher uses a keyword for encryption,husqzqdq oubtqd geqe m wqkiadp rad qzodkbfuaz,12,caesar
substitution ciphers replace each letter with another,dfmdetefetzy ntaspcd cpawlnp plns wpeepc htes lyzespc,11,caesar
the caesar cipher is one of the oldest encryption methods,pda ywaown yeldan eo kja kb pda khzaop ajynulpekj iapdkzo,22,caesar
hello world this is a test message,nkrru cuxrj znoy oy g zkyz skyygmk,6,caesar
the caesar cipher is one of the oldest encryption methods,hvs qosgof qwdvsf wg cbs ct hvs czrsgh sbqfmdhwcb ashvcrg,14,caesar
vigenere cipher uses a keyword for encryption,fsqoxobo mszrob ecoc k uoigybn pyb oxmbizdsyx,10,caesar
substitution ciphers replace each letter with another,rtarshstshnm bhogdqr qdokzbd dzbg kdssdq vhsg zmnsgdq,25,caesar
breaking ciphers requires understanding patterns,dtgcmkpi ekrjgtu tgswktgu wpfgtuvcpfkpi rcvvgtpu,2,caesar
vigenere cipher uses a keyword for encryption,yljhqhuh flskhu xvhv d nhbzrug iru hqfubswlrq,3,caesar
the caesar cipher is one of the oldest encryption methods,cqn ljnbja lryqna rb xwn xo cqn xumnbc nwlahycrxw vncqxmb,9,caesar
the caesar cipher is one of the oldest encryption methods,xli geiwev gmtliv mw sri sj xli sphiwx irgvctxmsr qixlshw,4,caesar
substitution ciphers replace each letter with another,jlsjkzklkzfe tzgyvij ivgcrtv vrty cvkkvi nzky refkyvi,17,caesar
the quick brown fox jumps over the lazy dog,pda mqeyg xnksj bkt fqilo kran pda hwvu zkc,22,caesar
breaking ciphers requires understanding patterns,qgtpzxcv rxewtgh gtfjxgth jcstghipcsxcv epiitgch,15,caesar
substitution ciphers replace each letter with another,uwduvkvwvkqp ekrjgtu tgrnceg gcej ngvvgt ykvj cpqvjgt,2,caesar
machine learning can be applied to cryptanalysis,drtyzev cvriezex tre sv rggczvu kf tipgkrercpjzj,17,caesar
the caesar cipher is one of the oldest encryption methods,nby wuymul wcjbyl cm ihy iz nby ifxymn yhwlsjncih gynbixm,20,caesar
vigenere cipher uses a keyword for encryption,qdbzizmz xdkczm pnzn v fztrjmy ajm zixmtkodji,21,caesar
vigenere cipher uses a keyword for encryption,uhfdmdqd bhogdq trdr z jdxvnqc enq dmbqxoshnm,25,caesar
the quick brown fox jumps over the lazy dog,aol xbpjr iyvdu mve qbtwz vcly aol shgf kvn,7,caesar
frequency analysis is a powerful cryptanalytic technique,xjwimwfuq sfsdqkak ak s hgowjxmd ujqhlsfsdqlau lwuzfaimw,18,caesar
cryptography is the practice of secure communication,mbizdyqbkzri sc dro zbkmdsmo yp comebo mywwexsmkdsyx,10,caesar
vigenere cipher uses a keyword for encryption,sfdbkbob zfmebo rpbp x hbvtloa clo bkzovmqflk,23,caesar
vigenere cipher uses a keyword for encryption,zmkirivi gmtliv ywiw e oicasvh jsv irgvctxmsr,4,caesar
the quick brown fox jumps over the lazy dog,ocz lpdxf wmjri ajs ephkn jqzm ocz gvut yjb,21,caesar
modern cryptography uses complex mathematical algorithms,uwlmzv kzgxbwozixpg cama kwuxtmf uibpmuibqkit itowzqbpua,8,caesar
cryptography is the practice of secure communication,mbizdyqbkzri sc dro zbkmdsmo yp comebo mywwexsmkdsyx,10,caesar
breaking ciphers requires understanding patterns,csfbljoh djqifst sfrvjsft voefstuboejoh qbuufsot,1,caesar
breaking ciphers requires understanding patterns,pfsoywbu qwdvsfg fseiwfsg ibrsfghobrwbu dohhsfbg,14,caesar
hello world this is a test message,pmttw ewztl bpqa qa i bmab umaaiom,8,caesar
hello world this is a test message,wtaad ldgas iwxh xh p ithi bthhpvt,15,caesar
hello world this is a test message,czggj rjmgy ocdn dn v ozno hznnvbz,21,caesar
cryptography is the practice of secure communication,shofjewhqfxo yi jxu fhqsjysu ev iuskhu secckdysqjyed,16,caesar
frequency analysis is a powerful cryptanalytic technique,wivhlvetp rercpjzj zj r gfnviwlc tipgkrercpkzt kvtyezhlv,17,caesar
frequency analysis is a powerful cryptanalytic technique,tfseisbqm obozmgwg wg o dcksftiz qfmdhobozmhwq hsqvbweis,14,caesar
vigenere cipher uses a keyword for encryption,lywuduhu syfxuh kiui q auomeht veh udshofjyed,16,caesar
machine learning can be applied to cryptanalysis,bprwxct atpgcxcv rpc qt peeaxts id rgneipcpanhxh,15,caesar
breaking ciphers requires understanding patterns,gwjfpnsl hnumjwx wjvznwjx zsijwxyfsinsl ufyyjwsx,5,caesar
substitution ciphers replace each letter with another,zbizapabapvu jpwolyz ylwshjl lhjo slaaly dpao huvaoly,7,caesar
modern cryptography uses complex mathematical algorithms,dfuvie tipgkfxirgyp ljvj tfdgcvo drkyvdrkztrc rcxfizkydj,17,caesar
cryptography is the practice of secure communication,fubswrjudskb lv wkh sudfwlfh ri vhfxuh frppxqlfdwlrq,3,caesar
frequency analysis is a powerful cryptanalytic technique,eqdptdmbx zmzkxrhr hr z onvdqetk bqxoszmzkxshb sdbgmhptd,25,caesar
substitution ciphers replace each letter with another,dfmdetefetzy ntaspcd cpawlnp plns wpeepc htes lyzespc,11,caesar
breaking ciphers requires understanding patterns,kanjtrwp lryqnab anzdranb dwmnabcjwmrwp yjccnawb,9,caesar
the quick brown fox jumps over the lazy dog,dro aesmu lbygx pyh tewzc yfob dro vkji nyq,10,caesar
frequency analysis is a powerful cryptanalytic technique,ykxjnxgvr tgterlbl bl t ihpxkyne vkrimtgtermbv mxvagbjnx,19,caesar
modern cryptography uses complex mathematical algorithms,ikzanj ynulpkcnwldu qoao ykilhat iwpdaiwpeywh whcknepdio,22,caesar
vigenere cipher uses a keyword for encryption,anljsjwj hnumjw zxjx f pjdbtwi ktw jshwduynts,5,caesar
vigenere cipher uses a keyword for encryption,naywfwjw uahzwj mkwk s cwqogjv xgj wfujqhlagf,18,caesar
vigenere cipher uses a keyword for encryption,husqzqdq oubtqd geqe m wqkiadp rad qzodkbfuaz,12,caesar
the caesar cipher is one of the oldest encryption methods,lzw uswksj uahzwj ak gfw gx lzw gdvwkl wfujqhlagf ewlzgvk,18,caesar
breaking ciphers requires understanding patterns,oernxvat pvcuref erdhverf haqrefgnaqvat cnggreaf,13,caesar
vigenere cipher uses a keyword for encryption,gtrpypcp ntaspc fdpd l vpjhzco qzc pyncjaetzy,11,caesar
machine learning can be applied to cryptanalysis,jxzefkb ibxokfkd zxk yb xmmifba ql zovmqxkxivpfp,23,caesar
machine learning can be applied to cryptanalysis,ftvabgx extkgbgz vtg ux tiiebxw mh vkrimtgterlbl,19,caesar
substitution ciphers replace each letter with another,acjabqbcbqwv kqxpmza zmxtikm mikp tmbbmz eqbp ivwbpmz,8,caesar
substitution ciphers replace each letter with another,uwduvkvwvkqp ekrjgtu tgrnceg gcej ngvvgt ykvj cpqvjgt,2,caesar
the caesar cipher is one of the oldest encryption methods,rfc aycqyp agnfcp gq mlc md rfc mjbcqr clapwnrgml kcrfmbq,24,caesar
vigenere cipher uses a keyword for encryption,sfdbkbob zfmebo rpbp x hbvtloa clo bkzovmqflk,23,caesar
substitution ciphers replace each letter with another,fhofgvghgvba pvcuref ercynpr rnpu yrggre jvgu nabgure,13,caesar
cryptography is the practice of secure communication,shofjewhqfxo yi jxu fhqsjysu ev iuskhu secckdysqjyed,16,caesar
the quick brown fox jumps over the lazy dog,ymj vznhp gwtbs ktc ozrux tajw ymj qfed itl,5,caesar
breaking ciphers requires understanding patterns,ukxtdbgz vbiaxkl kxjnbkxl ngwxklmtgwbgz itmmxkgl,19,caesar
the caesar cipher is one of the oldest encryption methods,xli geiwev gmtliv mw sri sj xli sphiwx irgvctxmsr qixlshw,4,caesar
vigenere cipher uses a keyword for encryption,zmkirivi gmtliv ywiw e oicasvh jsv irgvctxmsr,4,caesar
breaking ciphers requires understanding patterns,qgtpzxcv rxewtgh gtfjxgth jcstghipcsxcv epiitgch,15,caesar
the quick brown fox jumps over the lazy dog,rfc osgai zpmul dmv hsknq mtcp rfc jyxw bme,24,caesar
cryptography is the practice of secure communication,qfmdhcufodvm wg hvs dfoqhwqs ct gsqifs qcaaibwqohwcb,14,caesar
cryptography is the practice of secure communication,fubswrjudskb lv wkh sudfwlfh ri vhfxuh frppxqlfdwlrq,3,caesar
vigenere cipher uses a keyword for encryption,erpnwnan lryqna dbnb j tnhfxam oxa nwlahycrxw,9,caesar
the caesar cipher is one of the oldest encryption methods,nby wuymul wcjbyl cm ihy iz nby ifxymn yhwlsjncih gynbixm,20,caesar
substitution ciphers replace each letter with another,npwnodopodji xdkczmn mzkgvxz zvxc gzoozm rdoc vijoczm,21,caesar
hello world this is a test message,spwwz hzcwo estd td l epde xpddlrp,11,caesar
breaking ciphers requires understanding patterns,oernxvat pvcuref erdhverf haqrefgnaqvat cnggreaf,13,caesar
the caesar cipher is one of the oldest encryption methods,ocz xvznvm xdkczm dn jiz ja ocz jgyzno zixmtkodji hzocjyn,21,caesar
vigenere cipher uses a keyword for encryption,naywfwjw uahzwj mkwk s cwqogjv xgj wfujqhlagf,18,caesar
the quick brown fox jumps over the lazy dog,nby kocwe vliqh zir dogjm ipyl nby futs xia,20,caesar
hello world this is a test message,pmttw ewztl bpqa qa i bmab umaaiom,8,caesar
frequency analysis is a powerful cryptanalytic technique,nzmycmvkg ivitgaqa qa i xwemznct kzgxbivitgbqk bmkpvqycm,8,caesar
hello world this is a test message,vszzc kcfzr hvwg wg o hsgh asggous,14,caesar
hello world this is a test message,gdkkn vnqkc sghr hr z sdrs ldrrzfd,25,caesar
hello world this is a test message,wtaad ldgas iwxh xh p ithi bthhpvt,15,caesar
cryptography is the practice of secure communication,zovmqldoxmev fp qeb moxzqfzb lc pbzrob zljjrkfzxqflk,23,caesar
frequency analysis is a powerful cryptanalytic technique,gsfrvfodz bobmztjt jt b qpxfsgvm dszqubobmzujd ufdiojrvf,1,caesar
the quick brown fox jumps over the lazy dog,esp bftnv mczhy qzi ufxad zgpc esp wlkj ozr,11,caesar
the quick brown fox jumps over the lazy dog,dro aesmu lbygx pyh tewzc yfob dro vkji nyq,10,caesar
the caesar cipher is one of the oldest encryption methods,ftq omqemd oubtqd ue azq ar ftq axpqef qzodkbfuaz yqftape,12,caesar
substitution ciphers replace each letter with another,xzgxynyzynts hnumjwx wjuqfhj jfhm qjyyjw bnym fstymjw,5,caesar
machine learning can be applied to cryptanalysis,drtyzev cvriezex tre sv rggczvu kf tipgkrercpjzj,17,caesar
substitution ciphers replace each letter with another,lnulmbmnmbhg vbiaxkl kxietvx xtva exmmxk pbma tghmaxk,19,caesar
cryptography is the practice of secure communication,ixevzumxgvne oy znk vxgizoik ul ykiaxk iussatoigzout,6,caesar
cryptography is the practice of secure communication,fubswrjudskb lv wkh sudfwlfh ri vhfxuh frppxqlfdwlrq,3,caesar
modern cryptography uses complex mathematical algorithms,zbqrea pelcgbtencul hfrf pbzcyrk zngurzngvpny nytbevguzf,13,caesar
modern cryptography uses complex mathematical algorithms,ikzanj ynulpkcnwldu qoao ykilhat iwpdaiwpeywh whcknepdio,22,caesar
machine learning can be applied to cryptanalysis,cqsxydu buqhdydw sqd ru qffbyut je shofjqdqboiyi,16,caesar
modern cryptography uses complex mathematical algorithms,rtijws hwduytlwfumd zxjx htruqjc rfymjrfynhfq fqltwnymrx,5,caesar
machine learning can be applied to cryptanalysis,bprwxct atpgcxcv rpc qt peeaxts id rgneipcpanhxh,15,caesar
frequency analysis is a powerful cryptanalytic technique,ugtfjtcrn pcpanhxh xh p edltguja rgneipcpanixr itrwcxfjt,15,caesar
frequency analysis is a powerful cryptanalytic technique,bnamqajyu wjwhuoeo eo w lksanbqh ynulpwjwhupey paydjemqa,22,caesar
the quick brown fox jumps over the lazy dog,iwt fjxrz qgdlc udm yjbeh dktg iwt apon sdv,15,caesar
frequency analysis is a powerful cryptanalytic technique,bnamqajyu wjwhuoeo eo w lksanbqh ynulpwjwhupey paydjemqa,22,caesar
breaking ciphers requires understanding patterns,hxkgqotm iovnkxy xkwaoxky atjkxyzgtjotm vgzzkxty,6,caesar
hello world this is a test message,wtaad ldgas iwxh xh p ithi bthhpvt,15,caesar
the caesar cipher is one of the oldest encryption methods,max vtxltk vbiaxk bl hgx hy max hewxlm xgvkrimbhg fxmahwl,19,caesar
frequency analysis is a powerful cryptanalytic technique,amzlpzixt vivgtndn dn v kjrzmapg xmtkovivgtodx ozxcidlpz,21,caesar
substitution ciphers replace each letter with another,prypqfqrqflk zfmebop obmixzb bxze ibqqbo tfqe xklqebo,23,caesar
frequency analysis is a powerful cryptanalytic technique,ugtfjtcrn pcpanhxh xh p edltguja rgneipcpanixr itrwcxfjt,15,caesar
frequency analysis is a powerful cryptanalytic technique,mylxblujf huhsfzpz pz h wvdlymbs jyfwahuhsfapj aljoupxbl,7,caesar
substitution ciphers replace each letter with another,ikrijyjkjyed syfxuhi hufbqsu uqsx bujjuh myjx qdejxuh,16,caesar
hello world this is a test message,pmttw ewztl bpqa qa i bmab umaaiom,8,caesar
substitution ciphers replace each letter with another,lnulmbmnmbhg vbiaxkl kxietvx xtva exmmxk pbma tghmaxk,19,caesar
the caesar cipher is one of the oldest encryption methods,max vtxltk vbiaxk bl hgx hy max hewxlm xgvkrimbhg fxmahwl,19,caesar
frequency analysis is a powerful cryptanalytic technique,cobnrbkzv xkxivpfp fp x mltbocri zovmqxkxivqfz qbzekfnrb,23,caesar
frequency analysis is a powerful cryptanalytic technique,gsfrvfodz bobmztjt jt b qpxfsgvm dszqubobmzujd ufdiojrvf,1,caesar
substitution ciphers replace each letter with another,bdkbcrcdcrxw lryqnab anyujln njlq unccna frcq jwxcqna,9,caesar
the quick brown fox jumps over the lazy dog,max jnbvd ukhpg yhq cnfil hoxk max etsr whz,19,caesar
the quick brown fox jumps over the lazy dog,nby kocwe vliqh zir dogjm ipyl nby futs xia,20,caesar
vigenere cipher uses a keyword for encryption,fsqoxobo mszrob ecoc k uoigybn pyb oxmbizdsyx,10,caesar
machine learning can be applied to cryptanalysis,guwbchy fyulhcha wuh vy ujjfcyx ni wlsjnuhufsmcm,20,caesar
the caesar cipher is one of the oldest encryption methods,bpm kimaiz kqxpmz qa wvm wn bpm wtlmab mvkzgxbqwv umbpwla,8,caesar
machine learning can be applied to cryptanalysis,guwbchy fyulhcha wuh vy ujjfcyx ni wlsjnuhufsmcm,20,caesar
frequency analysis is a powerful cryptanalytic technique,bnamqajyu wjwhuoeo eo w lksanbqh ynulpwjwhupey paydjemqa,22,caesar
cryptography is the practice of secure communication,xmtkojbmvkct dn ocz kmvxodxz ja nzxpmz xjhhpidxvodji,21,caesar
hello world this is a test message,czggj rjmgy ocdn dn v ozno hznnvbz,21,caesar
the quick brown fox jumps over the lazy dog,dro aesmu lbygx pyh tewzc yfob dro vkji nyq,10,caesar
vigenere cipher uses a keyword for encryption,xkigpgtg ekrjgt wugu c mgayqtf hqt gpetarvkqp,2,caesar
modern cryptography uses complex mathematical algorithms,yapqdz odkbfasdmbtk geqe oaybxqj ymftqymfuomx mxsaduftye,12,caesar
cryptography is the practice of secure communication,fubswrjudskb lv wkh sudfwlfh ri vhfxuh frppxqlfdwlrq,3,caesar
frequency analysis is a powerful cryptanalytic technique,qcpbfpynj lylwjdtd td l azhpcqfw ncjaelylwjetn epnsytbfp,11,caesar
substitution ciphers replace each letter with another,yahyzozazout iovnkxy xkvrgik kgin rkzzkx cozn gtuznkx,6,caesar
machine learning can be applied to cryptanalysis,rfhmnsj qjfwsnsl hfs gj fuuqnji yt hwduyfsfqdxnx,5,caesar
breaking ciphers requires understanding patterns,ndqmwuzs oubtqde dqcgudqe gzpqdefmzpuzs bmffqdze,12,caesar
breaking ciphers requires understanding patterns,sivrbzex tzgyvij ivhlzivj leuvijkreuzex grkkviej,17,caesar
frequency analysis is a powerful cryptanalytic technique,lxkwaktie gtgreyoy oy g vuckxlar ixevzgtgrezoi zkintowak,6,caesar
frequency analysis is a powerful cryptanalytic technique,vhugkudso qdqboiyi yi q femuhvkb shofjqdqbojys jusxdygku,16,caesar
frequency analysis is a powerful cryptanalytic technique,dpcosclaw ylyjwqgq gq y nmucpdsj apwnrylyjwrga rcaflgosc,24,caesar
the caesar cipher is one of the oldest encryption methods,xli geiwev gmtliv mw sri sj xli sphiwx irgvctxmsr qixlshw,4,caesar
vigenere cipher uses a keyword for encryption,yljhqhuh flskhu xvhv d nhbzrug iru hqfubswlrq,3,caesar
cryptography is the practice of secure communication,bqxosnfqzogx hr sgd oqzbshbd ne rdbtqd bnlltmhbzshnm,25,caesar
machine learning can be applied to cryptanalysis,iwydeja hawnjejc ywj xa wllheaz pk ynulpwjwhuoeo,22,caesar
substitution ciphers replace each letter with another,kmtklalmlagf uahzwjk jwhdsuw wsuz dwllwj oalz sfglzwj,18,caesar
the caesar cipher is one of the oldest encryption methods,wkh fdhvdu flskhu lv rqh ri wkh roghvw hqfubswlrq phwkrgv,3,caesar
substitution ciphers replace each letter with another,tvctujuvujpo djqifst sfqmbdf fbdi mfuufs xjui bopuifs,1,caesar
frequency analysis is a powerful cryptanalytic technique,xjwimwfuq sfsdqkak ak s hgowjxmd ujqhlsfsdqlau lwuzfaimw,18,caesar
hello world this is a test message,wtaad ldgas iwxh xh p ithi bthhpvt,15,caesar
the caesar cipher is one of the oldest encryption methods,pda ywaown yeldan eo kja kb pda khzaop ajynulpekj iapdkzo,22,caesar
frequency analysis is a powerful cryptanalytic technique,ykxjnxgvr tgterlbl bl t ihpxkyne vkrimtgtermbv mxvagbjnx,19,caesar
substitution ciphers replace each letter with another,npwnodopodji xdkczmn mzkgvxz zvxc gzoozm rdoc vijoczm,21,caesar
the caesar cipher is one of the oldest encryption methods,xli geiwev gmtliv mw sri sj xli sphiwx irgvctxmsr qixlshw,4,caesar
machine learning can be applied to cryptanalysis,cqsxydu buqhdydw sqd ru qffbyut je shofjqdqboiyi,16,caesar
the quick brown fox jumps over the lazy dog,nby kocwe vliqh zir dogjm ipyl nby futs xia,20,caesar
breaking ciphers requires understanding patterns,mcplvtyr ntaspcd cpbftcpd fyopcdelyotyr aleepcyd,11,caesar
modern cryptography uses complex mathematical algorithms,uwlmzv kzgxbwozixpg cama kwuxtmf uibpmuibqkit itowzqbpua,8,caesar
hello world this is a test message,czggj rjmgy ocdn dn v ozno hznnvbz,21,caesar
vigenere cipher uses a keyword for encryption,sfdbkbob zfmebo rpbp x hbvtloa clo bkzovmqflk,23,caesar
frequency analysis is a powerful cryptanalytic technique,amzlpzixt vivgtndn dn v kjrzmapg xmtkovivgtodx ozxcidlpz,21,caesar
substitution ciphers replace each letter with another,wyfwxmxyxmsr gmtlivw vitpegi iegl pixxiv amxl ersxliv,4,caesar
cryptography is the practice of secure communication,etarvqitcrja ku vjg rtcevkeg qh ugewtg eqoowpkecvkqp,2,caesar
the quick brown fox jumps over the lazy dog,dro aesmu lbygx pyh tewzc yfob dro vkji nyq,10,caesar
vigenere cipher uses a keyword for encryption,zmkirivi gmtliv ywiw e oicasvh jsv irgvctxmsr,4,caesar
hello world this is a test message,pmttw ewztl bpqa qa i bmab umaaiom,8,caesar
breaking ciphers requires understanding patterns,gwjfpnsl hnumjwx wjvznwjx zsijwxyfsinsl ufyyjwsx,5,caesar
substitution ciphers replace each letter with another,hjqhixijixdc rxewtgh gteaprt tprw atiitg lxiw pcdiwtg,15,caesar
the caesar cipher is one of the oldest encryption methods,pda ywaown yeldan eo kja kb pda khzaop ajynulpekj iapdkzo,22,caesar
breaking ciphers requires understanding patterns,pfsoywbu qwdvsfg fseiwfsg ibrsfghobrwbu dohhsfbg,14,caesar
modern cryptography uses complex mathematical algorithms,kmbcpl apwnrmepynfw sqcq amknjcv kyrfckyrgayj yjempgrfkq,24,caesar
cryptography is the practice of secure communication,qfmdhcufodvm wg hvs dfoqhwqs ct gsqifs qcaaibwqohwcb,14,caesar
hello world this is a test message,xubbe mehbt jxyi yi q juij cuiiqwu,16,caesar
modern cryptography uses complex mathematical algorithms,acrsfb qfmdhcufodvm igsg qcadzsl aohvsaohwqoz ozucfwhvag,14,caesar
frequency analysis is a powerful cryptanalytic technique,htgswgpea cpcnauku ku c rqygthwn etarvcpcnavke vgejpkswg,2,caesar
the caesar cipher is one of the oldest encryption methods,aol jhlzhy jpwoly pz vul vm aol vsklza lujyfwapvu tlaovkz,7,caesar
vigenere cipher uses a keyword for encryption,kxvtctgt rxewtg jhth p ztnldgs udg tcrgneixdc,15,caesar
machine learning can be applied to cryptanalysis,ymotuzq xqmdzuzs omz nq mbbxuqp fa odkbfmzmxkeue,12,caesar
hello world this is a test message,dahhk sknhz pdeo eo w paop iaoowca,22,caesar
the caesar cipher is one of the oldest encryption methods,lzw uswksj uahzwj ak gfw gx lzw gdvwkl wfujqhlagf ewlzgvk,18,caesar
the caesar cipher is one of the oldest encryption methods,vjg ecguct ekrjgt ku qpg qh vjg qnfguv gpetarvkqp ogvjqfu,2,caesar
substitution ciphers replace each letter with another,bdkbcrcdcrxw lryqnab anyujln njlq unccna frcq jwxcqna,9,caesar
machine learning can be applied to cryptanalysis,qeglmri pievrmrk ger fi ettpmih xs gvctxerepcwmw,4,caesar
vigenere cipher uses a keyword for encryption,yljhqhuh flskhu xvhv d nhbzrug iru hqfubswlrq,3,caesar
machine learning can be applied to cryptanalysis,hvxcdiz gzvmidib xvi wz vkkgdzy oj xmtkovivgtndn,21,caesar
modern cryptography uses complex mathematical algorithms,npefso dszquphsbqiz vtft dpnqmfy nbuifnbujdbm bmhpsjuint,1,caesar
